time,away_description,away_change,score,home_change,home_description
6:51.0,Turnover by D. Dedmon (offensive foul), ,96-91, , 
6:51.0,E. İlyasova enters the game for L. Babbitt, ,96-91, , 
6:38.0, , ,96-94,+3,W. Matthews makes 3-pt jump shot from 23 ft (assist by Y. Ferrell)
6:30.0,D. Bembry makes 2-pt layup at rim (assist by D. Schröder),+2,98-94, , 
6:10.0, , ,98-97,+3,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by D. Smith)
5:59.0,D. Schröder makes 2-pt layup from 1 ft,+2,100-97, , 
5:38.0, , ,100-100,+3,D. Powell makes 3-pt jump shot from 26 ft (assist by W. Matthews)
5:31.0,Atlanta full timeout, ,100-100, , 
5:31.0,T. Prince enters the game for K. Bazemore, ,100-100, , 
5:31.0,M. Belinelli enters the game for D. Bembry, ,100-100, , 
5:19.0,Shooting foul by W. Matthews (drawn by D. Dedmon), ,100-100, , 
5:19.0,D. Dedmon makes free throw 1 of 2,+1,101-100, , 
5:19.0,D. Dedmon misses free throw 2 of 2, ,101-100, , 
5:16.0,Offensive rebound by E. İlyasova, ,101-100, , 
5:15.0,E. İlyasova makes 2-pt layup at rim,+2,103-100, , 
4:49.0, , ,103-103,+3,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith)
4:31.0,D. Dedmon misses 2-pt jump shot from 5 ft, ,103-103, , 
4:31.0,Offensive rebound by T. Prince, ,103-103, , 
4:18.0,M. Belinelli makes 2-pt jump shot from 20 ft,+2,105-103, , 
4:02.0, , ,105-103, ,D. Smith misses 2-pt jump shot from 3 ft (block by D. Dedmon)
4:02.0, , ,105-103, ,Offensive rebound by Team
3:59.0, , ,105-106,+3,D. Powell makes 3-pt jump shot from 25 ft (assist by H. Barnes)
3:44.0,D. Dedmon makes 2-pt hook shot from 5 ft (assist by D. Schröder),+2,107-106, , 
3:19.0, , ,107-106, ,H. Barnes misses 3-pt jump shot from 22 ft
3:15.0,Defensive rebound by T. Prince, ,107-106, , 
3:11.0,Atlanta full timeout, ,107-106, , 
3:04.0,D. Schröder makes 2-pt jump shot from 16 ft,+2,109-106, , 
3:04.0,Shooting foul by Y. Ferrell (drawn by D. Schröder), ,109-106, , 
3:04.0,D. Schröder misses free throw 1 of 1, ,109-106, , 
3:01.0, , ,109-106, ,Defensive rebound by W. Matthews
2:54.0, , ,109-106, ,W. Matthews misses 3-pt jump shot from 22 ft
2:50.0,Defensive rebound by E. İlyasova, ,109-106, , 
2:39.0,T. Prince misses 2-pt jump shot from 10 ft, ,109-106, , 
2:37.0, , ,109-106, ,Defensive rebound by H. Barnes
2:23.0, , ,109-106, ,Shooting foul by E. İlyasova (drawn by H. Barnes)
2:23.0, , ,109-107,+1,H. Barnes makes free throw 1 of 2
2:23.0, , ,109-108,+1,H. Barnes makes free throw 2 of 2
2:12.0,Personal block foul by D. Powell (drawn by D. Schröder), ,109-108, , 
2:00.0,D. Schröder makes 2-pt layup from 1 ft,+2,111-108, , 
1:46.0, , ,111-108, ,Shooting foul by E. İlyasova (drawn by H. Barnes)
1:46.0, , ,111-108, ,H. Barnes misses free throw 1 of 2
1:46.0, , ,111-108, ,Offensive rebound by Team
1:46.0,K. Bazemore enters the game for E. İlyasova, ,111-108, , 
1:46.0, , ,111-109,+1,H. Barnes makes free throw 2 of 2
1:33.0,Turnover by D. Dedmon (lost ball; steal by H. Barnes), ,111-109, , 
1:22.0, , ,111-109, ,Turnover by D. Smith (lost ball; steal by M. Belinelli)
1:17.0,T. Prince misses 2-pt layup from 2 ft (block by D. Powell), ,111-109, , 
1:13.0, , ,111-109, ,Defensive rebound by H. Barnes
1:13.0, , ,111-111,+2,H. Barnes makes 2-pt layup from 2 ft (assist by D. Smith)
1:00.0,D. Schröder misses 2-pt jump shot from 19 ft, ,111-111, , 
0:58.0,Offensive rebound by D. Dedmon, ,111-111, , 
0:58.0,D. Dedmon makes 2-pt layup at rim,+2,113-111, , 
0:34.0, , ,113-111, ,Turnover by Team (shot clock)
0:34.0, , ,113-111, ,N. Noel enters the game for D. Powell
0:34.0,J. Collins enters the game for D. Dedmon, ,113-111, , 
0:15.0,M. Belinelli misses 2-pt jump shot from 21 ft, ,113-111, , 
0:14.0,Offensive rebound by T. Prince, ,113-111, , 
0:14.0,Personal foul by D. Smith (drawn by T. Prince), ,113-111, , 
0:14.0,T. Prince makes free throw 1 of 2,+1,114-111, , 
0:14.0, , ,114-111, ,D. Powell enters the game for Y. Ferrell
0:14.0,D. Dedmon enters the game for M. Belinelli, ,114-111, , 
0:14.0,D. Bembry enters the game for J. Collins, ,114-111, , 
0:14.0,T. Prince makes free throw 2 of 2,+1,115-111, , 
0:14.0, , ,115-111, ,Dallas full timeout
0:14.0, , ,115-111, ,D. Nowitzki enters the game for N. Noel
0:14.0, , ,115-111, ,Y. Ferrell enters the game for D. Powell
0:09.0, , ,115-111, ,W. Matthews misses 3-pt jump shot from 25 ft (block by T. Prince)
0:05.0,Defensive rebound by K. Bazemore, ,115-111, , 
0:05.0,Personal take foul by D. Nowitzki (drawn by D. Dedmon), ,115-111, , 
0:05.0,D. Dedmon makes free throw 1 of 2,+1,116-111, , 
0:05.0, , ,116-111, ,N. Noel enters the game for Y. Ferrell
0:05.0,D. Dedmon makes free throw 2 of 2,+1,117-111, , 
0:05.0, , ,117-111, ,Dallas full timeout
0:05.0, , ,117-111, ,D. Harris enters the game for N. Noel
0:02.0, , ,117-111, ,D. Smith misses 3-pt jump shot from 31 ft
0:02.0,Defensive rebound by D. Dedmon, ,117-111, , 
