time,away_description,away_change,score,home_change,home_description
5:09.0,Chicago full timeout, ,90-99, , 
4:58.0,Offensive foul by C. Felício (drawn by J. Gibson), ,90-99, , 
4:58.0,Turnover by C. Felício (offensive foul), ,90-99, , 
4:36.0, , ,90-99, ,Turnover by G. Monroe (bad pass; steal by C. Felício)
4:26.0,J. Holiday misses 2-pt layup from 8 ft, ,90-99, , 
4:23.0, , ,90-99, ,Defensive rebound by G. Monroe
4:10.0, , ,90-99, ,Turnover by J. Brown (lost ball; steal by J. Holiday)
4:07.0,J. Grant makes 2-pt layup from 1 ft (assist by J. Holiday),+2,92-99, , 
3:46.0, , ,92-102,+3,J. Brown makes 3-pt jump shot from 25 ft (assist by G. Monroe)
3:27.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by J. Grant),+3,95-102, , 
3:13.0, , ,95-102, ,J. Gibson misses 3-pt jump shot from 26 ft
3:10.0,Defensive rebound by S. Kilpatrick, ,95-102, , 
3:02.0,R. Arcidiacono makes 3-pt jump shot from 22 ft (assist by C. Felício),+3,98-102, , 
2:39.0, , ,98-102, ,Personal foul by J. Holiday (drawn by G. Monroe)
2:39.0, , ,98-102, ,J. Bird enters the game for J. Gibson
2:28.0, , ,98-102, ,Turnover by S. Larkin (lost ball; steal by J. Holiday)
2:23.0,S. Kilpatrick misses 2-pt layup from 2 ft (block by J. Bird), ,98-102, , 
2:21.0, , ,98-102, ,Defensive rebound by S. Ojeleye
2:20.0, , ,98-102, ,Personal foul by R. Arcidiacono (drawn by S. Ojeleye)
2:20.0, , ,98-102, ,T. Rozier enters the game for S. Larkin
2:20.0, , ,98-102, ,G. Yabusele enters the game for G. Monroe
2:12.0, , ,98-102, ,Turnover by G. Yabusele (bad pass; steal by J. Grant)
2:01.0,J. Holiday misses 3-pt jump shot from 23 ft, ,98-102, , 
1:59.0, , ,98-102, ,Defensive rebound by J. Brown
1:57.0, , ,98-104,+2,S. Ojeleye makes 2-pt dunk from 1 ft (assist by J. Brown)
1:48.0,Turnover by J. Holiday (bad pass; steal by T. Rozier), ,98-104, , 
1:42.0, , ,98-107,+3,J. Brown makes 3-pt jump shot from 28 ft (assist by J. Bird)
1:42.0,Chicago full timeout, ,98-107, , 
1:39.0,S. Kilpatrick makes 2-pt layup at rim (assist by R. Arcidiacono),+2,100-107, , 
1:15.0, , ,100-107, ,J. Bird misses 2-pt jump shot from 7 ft
1:11.0,Defensive rebound by Team, ,100-107, , 
1:06.0,J. Holiday misses 3-pt jump shot from 23 ft, ,100-107, , 
1:03.0, , ,100-107, ,Defensive rebound by J. Bird
0:59.0, , ,100-107, ,J. Brown misses 2-pt layup from 2 ft
0:59.0,Defensive rebound by C. Felício, ,100-107, , 
0:51.0,R. Arcidiacono misses 3-pt jump shot from 25 ft, ,100-107, , 
0:48.0, , ,100-107, ,Defensive rebound by S. Ojeleye
0:36.0, , ,100-110,+3,J. Brown makes 3-pt jump shot from 25 ft (assist by T. Rozier)
0:36.0,Chicago full timeout, ,100-110, , 
0:32.0,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),+3,103-110, , 
0:26.0, , ,103-110, ,Personal take foul by S. Kilpatrick (drawn by T. Rozier)
0:25.0, , ,103-110, ,Personal take foul by C. Felício (drawn by G. Yabusele)
0:25.0, , ,103-110, ,G. Yabusele misses free throw 1 of 2
0:25.0, , ,103-110, ,Offensive rebound by Team
0:25.0, , ,103-110, ,S. Larkin enters the game for J. Brown
0:25.0, , ,103-110, ,K. Allen enters the game for T. Rozier
0:25.0, , ,103-111,+1,G. Yabusele makes free throw 2 of 2
0:18.0,J. Grant misses 3-pt jump shot from 23 ft, ,103-111, , 
0:17.0,Offensive rebound by C. Felício, ,103-111, , 
0:17.0,Shooting foul by K. Allen (drawn by C. Felício), ,103-111, , 
0:17.0,C. Felício makes free throw 1 of 2,+1,104-111, , 
0:17.0,C. Felício misses free throw 2 of 2, ,104-111, , 
0:16.0, , ,104-111, ,Defensive rebound by G. Yabusele
