time,away_description,away_change,score,home_change,home_description
8:22.0, , ,83-82,+1,N. Mirotić makes free throw 2 of 2
7:57.0,B. Lopez misses 2-pt layup from 3 ft, ,83-82, , 
7:56.0, , ,83-82, ,Defensive rebound by C. Felício
7:43.0, , ,83-82, ,Turnover by M. Carter-Williams (bad pass; steal by R. Foye)
7:41.0,R. Foye makes 2-pt dunk at rim,+2,85-82, , 
7:23.0, , ,85-82, ,N. Mirotić misses 3-pt jump shot from 25 ft
7:23.0, , ,85-82, ,Offensive rebound by C. Felício
7:21.0, , ,85-82, ,C. Felício misses 2-pt layup from 2 ft
7:20.0,Defensive rebound by C. LeVert, ,85-82, , 
7:10.0,B. Lopez makes 2-pt layup from 2 ft,+2,87-82, , 
7:10.0,Shooting foul by J. Butler (drawn by B. Lopez), ,87-82, , 
7:10.0, , ,87-82, ,R. Rondo enters the game for M. Carter-Williams
7:10.0, , ,87-82, ,R. Lopez enters the game for C. Felício
7:10.0,B. Lopez makes free throw 1 of 1,+1,88-82, , 
6:49.0, , ,88-84,+2,J. Butler makes 2-pt jump shot from 21 ft
6:32.0,C. LeVert misses 3-pt jump shot from 26 ft, ,88-84, , 
6:30.0,Offensive rebound by T. Booker, ,88-84, , 
6:27.0,S. Kilpatrick misses 3-pt jump shot from 26 ft, ,88-84, , 
6:26.0, , ,88-84, ,Defensive rebound by R. Rondo
6:17.0, , ,88-84, ,R. Rondo misses 2-pt jump shot from 19 ft
6:16.0, , ,88-84, ,Offensive rebound by J. Butler
6:16.0, , ,88-86,+2,J. Butler makes 2-pt layup from 1 ft
6:01.0,Personal foul by N. Mirotić (drawn by R. Foye), ,88-86, , 
6:01.0,B. Bogdanović enters the game for C. LeVert, ,88-86, , 
5:50.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by B. Lopez),+3,91-86, , 
5:35.0, , ,91-88,+2,R. Lopez makes 2-pt jump shot from 19 ft (assist by R. Rondo)
5:25.0,Personal foul by R. Rondo (drawn by B. Lopez), ,91-88, , 
5:25.0, , ,91-88, ,Chicago full timeout
5:25.0,B. Lopez makes free throw 1 of 2,+1,92-88, , 
5:25.0,B. Lopez makes free throw 2 of 2,+1,93-88, , 
5:08.0, , ,93-88, ,J. Butler misses 2-pt layup from 2 ft
5:07.0,Defensive rebound by B. Bogdanović, ,93-88, , 
4:55.0,R. Foye misses 3-pt jump shot from 25 ft, ,93-88, , 
4:53.0,Offensive rebound by T. Booker, ,93-88, , 
4:53.0,T. Booker misses 2-pt layup from 2 ft, ,93-88, , 
4:53.0, , ,93-88, ,Defensive rebound by R. Rondo
4:51.0, , ,93-88, ,Chicago full timeout
4:51.0, , ,93-88, ,J. Grant enters the game for J. Butler
4:44.0, , ,93-88, ,N. Mirotić misses 3-pt jump shot from 23 ft
4:43.0,Defensive rebound by R. Foye, ,93-88, , 
4:26.0,S. Kilpatrick misses 3-pt jump shot from 25 ft, ,93-88, , 
4:25.0, , ,93-88, ,Defensive rebound by Team
4:24.0, , ,93-88, ,Technical foul by N. Mirotić
4:24.0,Technical foul by R. Hollis-Jefferson, ,93-88, , 
4:24.0, , ,93-88, ,J. Butler enters the game for N. Mirotić
4:24.0, , ,93-88, ,T. Gibson enters the game for J. Grant
4:08.0, , ,93-88, ,Turnover by R. Rondo (traveling)
3:51.0,B. Lopez makes 2-pt hook shot from 6 ft,+2,95-88, , 
3:36.0, , ,95-90,+2,R. Lopez makes 2-pt jump shot from 16 ft (assist by J. Butler)
3:18.0,B. Bogdanović misses 3-pt jump shot from 26 ft, ,95-90, , 
3:17.0,Offensive rebound by T. Booker, ,95-90, , 
3:14.0,S. Kilpatrick misses 3-pt jump shot from 26 ft, ,95-90, , 
3:12.0,Offensive rebound by T. Booker, ,95-90, , 
3:02.0,Shooting foul by T. Gibson (drawn by S. Kilpatrick), ,95-90, , 
3:02.0,S. Kilpatrick makes free throw 1 of 2,+1,96-90, , 
3:02.0,S. Kilpatrick makes free throw 2 of 2,+1,97-90, , 
2:50.0, , ,97-90, ,Personal foul by B. Bogdanović (drawn by J. Butler)
2:50.0,Brooklyn full timeout, ,97-90, , 
2:50.0, , ,97-90, ,N. Mirotić enters the game for R. Lopez
2:35.0, , ,97-90, ,N. Mirotić misses 2-pt jump shot from 15 ft
2:35.0, , ,97-90, ,Offensive rebound by Team
2:24.0, , ,97-93,+3,J. Butler makes 3-pt jump shot from 25 ft
2:00.0,Shooting foul by N. Mirotić (drawn by R. Foye), ,97-93, , 
2:00.0,R. Foye misses free throw 1 of 2, ,97-93, , 
2:00.0,Offensive rebound by Team, ,97-93, , 
2:00.0,R. Foye misses free throw 2 of 2, ,97-93, , 
1:59.0, , ,97-93, ,Defensive rebound by R. Rondo
1:50.0, , ,97-93, ,Shooting foul by B. Lopez (drawn by J. Butler)
1:50.0, , ,97-94,+1,J. Butler makes free throw 1 of 2
1:50.0, , ,97-94, ,R. Lopez enters the game for N. Mirotić
1:50.0, , ,97-94, ,M. Carter-Williams enters the game for D. McDermott
1:50.0, , ,97-95,+1,J. Butler makes free throw 2 of 2
1:37.0,Turnover by S. Kilpatrick (bad pass; steal by R. Rondo), ,97-95, , 
1:22.0, , ,97-97,+2,M. Carter-Williams makes 2-pt layup from 1 ft (assist by J. Butler)
1:06.0,B. Lopez misses 2-pt layup from 1 ft, ,97-97, , 
1:05.0, , ,97-97, ,Defensive rebound by J. Butler
0:57.0, , ,97-97, ,J. Butler misses 2-pt jump shot from 20 ft
0:56.0,Defensive rebound by T. Booker, ,97-97, , 
0:42.0,B. Lopez misses 2-pt layup from 2 ft (block by R. Lopez), ,97-97, , 
0:42.0,Offensive rebound by Team, ,97-97, , 
0:40.0,Turnover by R. Foye (bad pass; steal by J. Butler), ,97-97, , 
0:28.0, , ,97-99,+2,J. Butler makes 2-pt jump shot from 9 ft
0:20.0,Brooklyn full timeout, ,97-99, , 
0:20.0,J. Hamilton enters the game for T. Booker, ,97-99, , 
0:13.0,B. Lopez makes 2-pt dunk at rim,+2,99-99, , 
0:13.0, , ,99-99, ,Chicago full timeout
0:13.0, , ,99-99, ,D. McDermott enters the game for T. Gibson
0:13.0, , ,99-99, ,N. Mirotić enters the game for R. Rondo
0:13.0,T. Booker enters the game for J. Hamilton, ,99-99, , 
0:00.0, , ,99-101,+2,J. Butler makes 2-pt jump shot from 20 ft
